Rating,RatingSource,imdbID
 5.7/10, Internet Movie Database,tt0037751
 6.3/10, Internet Movie Database,tt0050481
 8.9/10, Internet Movie Database,tt4195260
 7.8/10, Internet Movie Database,tt1394227
 6.5/10, Internet Movie Database,tt0269350
 7.5/10, Internet Movie Database,tt1519431
 5.0/10, Internet Movie Database,tt0390870
 7.4/10, Internet Movie Database,tt1715833
 7.3/10, Internet Movie Database,tt1334555
 7.0/10, Internet Movie Database,tt0085961
 7.7/10, Internet Movie Database,tt3067038
 8.3/10, Internet Movie Database,tt0408261
74%, Rotten Tomatoes,tt0408261
 53/100, Metacritic,tt0408261
 8.2/10, Internet Movie Database,tt0297949
 8.6/10, Internet Movie Database,tt0311857
 6.2/10, Internet Movie Database,tt0114915
 5.1/10, Internet Movie Database,tt0455899
 5.7/10, Internet Movie Database,tt1655461
 6.4/10, Internet Movie Database,tt2428390
 1.9/10, Internet Movie Database,tt1432085
 6.9/10, Internet Movie Database,tt0081620
 4.3/10, Internet Movie Database,tt0879256
 6.4/10, Internet Movie Database,tt6494538
 8.1/10, Internet Movie Database,tt3874690
 8.4/10, Internet Movie Database,tt1853563
 7.4/10, Internet Movie Database,tt0033785
 5.2/10, Internet Movie Database,tt0118156
 5.2/10, Internet Movie Database,tt1500215
 7.5/10, Internet Movie Database,tt0333766
86%, Rotten Tomatoes,tt0333766
 67/100, Metacritic,tt0333766
 5.2/10, Internet Movie Database,tt0221516
 7.4/10, Internet Movie Database,tt0272035
 4.1/10, Internet Movie Database,tt0198347
 7.9/10, Internet Movie Database,tt1229819
 6.5/10, Internet Movie Database,tt0107314
 7.3/10, Internet Movie Database,tt5110024
 7.2/10, Internet Movie Database,tt0113372
 4.2/10, Internet Movie Database,tt0057270
 5.3/10, Internet Movie Database,tt0220884
 7.6/10, Internet Movie Database,tt0014650
 5.3/10, Internet Movie Database,tt1457765
19%, Rotten Tomatoes,tt1457765
 26/100, Metacritic,tt1457765
 7.2/10, Internet Movie Database,tt0014903
 4.8/10, Internet Movie Database,tt1045110
 6.1/10, Internet Movie Database,tt1439442
 8.7/10, Internet Movie Database,tt1996283
 6.6/10, Internet Movie Database,tt0090685
84%, Rotten Tomatoes,tt0090685
 68/100, Metacritic,tt0090685
 7.1/10, Internet Movie Database,tt0382114
 5.3/10, Internet Movie Database,tt0197633
 6.5/10, Internet Movie Database,tt0830881
 5.4/10, Internet Movie Database,tt0285292
 8.0/10, Internet Movie Database,tt2048849
 8.8/10, Internet Movie Database,tt2144097
 6.4/10, Internet Movie Database,tt1003034
56%, Rotten Tomatoes,tt1003034
 47/100, Metacritic,tt1003034
 8.2/10, Internet Movie Database,tt1722628
 7.5/10, Internet Movie Database,tt1810711
 7.3/10, Internet Movie Database,tt0064348
 8.1/10, Internet Movie Database,tt0126711
 6.5/10, Internet Movie Database,tt0040733
 7.1/10, Internet Movie Database,tt0391739
 7.0/10, Internet Movie Database,tt0025288
 6.1/10, Internet Movie Database,tt1020796
 8.3/10, Internet Movie Database,tt3555072
 8.3/10, Internet Movie Database,tt0178231
 7.3/10, Internet Movie Database,tt0045187
 7.1/10, Internet Movie Database,tt0960870
 6.0/10, Internet Movie Database,tt2149255
 9.1/10, Internet Movie Database,tt2438840
 5.0/10, Internet Movie Database,tt0119672
 8.4/10, Internet Movie Database,tt0348056
 6.2/10, Internet Movie Database,tt0762099
 7.8/10, Internet Movie Database,tt3500888
 8.0/10, Internet Movie Database,tt2245281
 2.4/10, Internet Movie Database,tt1039977
 6.8/10, Internet Movie Database,tt2721740
 7.7/10, Internet Movie Database,tt0313364
 6.3/10, Internet Movie Database,tt0109901
 6.3/10, Internet Movie Database,tt1511511
 5.8/10, Internet Movie Database,tt0396044
 8.0/10, Internet Movie Database,tt4982990
 7.6/10, Internet Movie Database,tt1701188
 5.5/10, Internet Movie Database,tt1729208
 7.0/10, Internet Movie Database,tt4722118
 3.6/10, Internet Movie Database,tt0264675
 5.7/10, Internet Movie Database,tt2358192
 7.5/10, Internet Movie Database,tt0185522
 6.2/10, Internet Movie Database,tt0834150
 8.2/10, Internet Movie Database,tt1560713
 7.4/10, Internet Movie Database,tt1125877
 4.6/10, Internet Movie Database,tt1945052
 5.7/10, Internet Movie Database,tt0495856
 7.0/10, Internet Movie Database,tt0142249
 8.3/10, Internet Movie Database,tt0414546
 5.1/10, Internet Movie Database,tt0250946
 8.6/10, Internet Movie Database,tt2393876
 7.4/10, Internet Movie Database,tt0234815
43%, Rotten Tomatoes,tt0234815
 4.9/10, Internet Movie Database,tt0431645
 5.2/10, Internet Movie Database,tt2604136
 4.8/10, Internet Movie Database,tt1815582
 7.4/10, Internet Movie Database,tt0347187
 6.6/10, Internet Movie Database,tt0381860
 6.8/10, Internet Movie Database,tt1322930
 7.5/10, Internet Movie Database,tt1619646
 7.0/10, Internet Movie Database,tt5533466
 9.0/10, Internet Movie Database,tt1104763
 7.8/10, Internet Movie Database,tt1611837
 6.5/10, Internet Movie Database,tt5704588
 6.3/10, Internet Movie Database,tt0032903
 8.5/10, Internet Movie Database,tt0110357
92%, Rotten Tomatoes,tt0110357
 83/100, Metacritic,tt0110357
 6.5/10, Internet Movie Database,tt0295370
 5.1/10, Internet Movie Database,tt0162854
 7.6/10, Internet Movie Database,tt0060786
 7.4/10, Internet Movie Database,tt0929235
100%, Rotten Tomatoes,tt0929235
 7.6/10, Internet Movie Database,tt0420223
72%, Rotten Tomatoes,tt0420223
 67/100, Metacritic,tt0420223
 7.0/10, Internet Movie Database,tt0297014
 5.2/10, Internet Movie Database,tt1855424
 5.6/10, Internet Movie Database,tt0814317
 7.1/10, Internet Movie Database,tt0325733
 6.0/10, Internet Movie Database,tt0338096
23%, Rotten Tomatoes,tt0338096
 39/100, Metacritic,tt0338096
 2.7/10, Internet Movie Database,tt5554948
 7.0/10, Internet Movie Database,tt2342403
 8.1/10, Internet Movie Database,tt2147449
 7.2/10, Internet Movie Database,tt0902247
 7.0/10, Internet Movie Database,tt0283523
 7.3/10, Internet Movie Database,tt0033981
 7.4/10, Internet Movie Database,tt0383335
 5.8/10, Internet Movie Database,tt1301270
 6.6/10, Internet Movie Database,tt1517145
 3.6/10, Internet Movie Database,tt1228694
 5.8/10, Internet Movie Database,tt0115608
 5.7/10, Internet Movie Database,tt0108116
 4.8/10, Internet Movie Database,tt2756124
 5.7/10, Internet Movie Database,tt0227995
 7.0/10, Internet Movie Database,tt0295366
 5.8/10, Internet Movie Database,tt4828620
 7.7/10, Internet Movie Database,tt3205138
 7.5/10, Internet Movie Database,tt6722808
 5.3/10, Internet Movie Database,tt0260121
 4.9/10, Internet Movie Database,tt0141595
 7.0/10, Internet Movie Database,tt0170180
 7.3/10, Internet Movie Database,tt0326617
 6.5/10, Internet Movie Database,tt0157567
 7.7/10, Internet Movie Database,tt0860519
 7.7/10, Internet Movie Database,tt0062254
 5.2/10, Internet Movie Database,tt1450108
 7.8/10, Internet Movie Database,tt0367810
 8.0/10, Internet Movie Database,tt0142590
 6.4/10, Internet Movie Database,tt0251374
 4.0/10, Internet Movie Database,tt0480006
 8.3/10, Internet Movie Database,tt0491786
47%, Rotten Tomatoes,tt5319692
 8.0/10, Internet Movie Database,tt0810828
 6.1/10, Internet Movie Database,tt0077121
 6.6/10, Internet Movie Database,tt0314353
33%, Rotten Tomatoes,tt0314353
 48/100, Metacritic,tt0314353
 5.8/10, Internet Movie Database,tt0316778
 5.8/10, Internet Movie Database,tt0404095
 8.0/10, Internet Movie Database,tt4997076
 8.3/10, Internet Movie Database,tt0391159
 6.8/10, Internet Movie Database,tt0132782
 5.4/10, Internet Movie Database,tt0354234
 3.4/10, Internet Movie Database,tt0106402
 7.3/10, Internet Movie Database,tt0115441
 5.5/10, Internet Movie Database,tt1543062
 5.0/10, Internet Movie Database,tt0320367
 3.5/10, Internet Movie Database,tt3714366
 6.6/10, Internet Movie Database,tt7735930
 7.0/10, Internet Movie Database,tt2802854
 5.3/10, Internet Movie Database,tt0023706
 7.3/10, Internet Movie Database,tt1739284
 5.8/10, Internet Movie Database,tt0029069
 7.5/10, Internet Movie Database,tt1719596
 7.1/10, Internet Movie Database,tt0060834
 8.1/10, Internet Movie Database,tt0499200
 7.7/10, Internet Movie Database,tt0029672
 6.5/10, Internet Movie Database,tt1754847
 4.1/10, Internet Movie Database,tt0257761
 7.7/10, Internet Movie Database,tt0897442
 7.6/10, Internet Movie Database,tt0311855
 6.9/10, Internet Movie Database,tt0461208
 7.1/10, Internet Movie Database,tt0374099
 6.4/10, Internet Movie Database,tt0072769
 6.9/10, Internet Movie Database,tt0094735
 7.1/10, Internet Movie Database,tt0073012
79%, Rotten Tomatoes,tt0073012
 5.6/10, Internet Movie Database,tt0295712
 8.1/10, Internet Movie Database,tt0294070
 5.7/10, Internet Movie Database,tt4772750
 8.7/10, Internet Movie Database,tt1753882
 6.1/10, Internet Movie Database,tt0974980
 6.3/10, Internet Movie Database,tt0047889
 5.4/10, Internet Movie Database,tt0806722
 6.8/10, Internet Movie Database,tt3384938
 4.8/10, Internet Movie Database,tt0829442
 6.5/10, Internet Movie Database,tt1315214
20%, Rotten Tomatoes,tt1315214
 5.0/10, Internet Movie Database,tt0010276
 8.1/10, Internet Movie Database,tt2015412
 8.5/10, Internet Movie Database,tt0829205
 6.1/10, Internet Movie Database,tt0230305
 6.8/10, Internet Movie Database,tt1326777
 8.0/10, Internet Movie Database,tt1657454
 9.3/10, Internet Movie Database,tt2306703
 6.9/10, Internet Movie Database,tt0035530
83%, Rotten Tomatoes,tt0035530
 7.4/10, Internet Movie Database,tt0185355
 7.2/10, Internet Movie Database,tt0038605
 6.0/10, Internet Movie Database,tt1235445
 7.5/10, Internet Movie Database,tt4123262
 6.4/10, Internet Movie Database,tt0780062
 5.8/10, Internet Movie Database,tt5201934
 4.0/10, Internet Movie Database,tt0285251
 5.5/10, Internet Movie Database,tt4941734
 6.8/10, Internet Movie Database,tt0365255
 6.4/10, Internet Movie Database,tt2030353
13%, Rotten Tomatoes,tt0017460
 6.7/10, Internet Movie Database,tt0265307
51%, Rotten Tomatoes,tt0265307
 57/100, Metacritic,tt0265307
 5.1/10, Internet Movie Database,tt3622110
26%, Rotten Tomatoes,tt3622110
 45/100, Metacritic,tt3622110
 6.4/10, Internet Movie Database,tt0847490
 6.6/10, Internet Movie Database,tt0119710
 4.2/10, Internet Movie Database,tt0335434
 6.8/10, Internet Movie Database,tt0115665
 4.4/10, Internet Movie Database,tt0492523
 5.5/10, Internet Movie Database,tt2369628
 8.1/10, Internet Movie Database,tt1805454
 5.5/10, Internet Movie Database,tt1485050
 7.6/10, Internet Movie Database,tt6403440
 5.5/10, Internet Movie Database,tt0295725
22%, Rotten Tomatoes,tt0295725
 26/100, Metacritic,tt0295725
 8.1/10, Internet Movie Database,tt3948500
 7.7/10, Internet Movie Database,tt1241331
 6.5/10, Internet Movie Database,tt0155754
 7.7/10, Internet Movie Database,tt2132504
 8.3/10, Internet Movie Database,tt2322580
 6.0/10, Internet Movie Database,tt0028376
 8.5/10, Internet Movie Database,tt2887662
 4.7/10, Internet Movie Database,tt0045104
 5.5/10, Internet Movie Database,tt0095303
60%, Rotten Tomatoes,tt0095303
 5.3/10, Internet Movie Database,tt0195593
 4.7/10, Internet Movie Database,tt4365566
29%, Rotten Tomatoes,tt4365566
 33/100, Metacritic,tt4365566
 3.6/10, Internet Movie Database,tt0131224
 8.0/10, Internet Movie Database,tt0981027
 6.9/10, Internet Movie Database,tt2450486
 7.8/10, Internet Movie Database,tt0349312
 5.4/10, Internet Movie Database,tt3658452
 5.9/10, Internet Movie Database,tt0143310
 6.7/10, Internet Movie Database,tt1832902
 6.7/10, Internet Movie Database,tt1594471
 7.3/10, Internet Movie Database,tt0124891
 6.1/10, Internet Movie Database,tt1417097
 5.9/10, Internet Movie Database,tt0042182
 8.2/10, Internet Movie Database,tt0479736
 7.7/10, Internet Movie Database,tt2231890
 7.4/10, Internet Movie Database,tt2624180
 7.6/10, Internet Movie Database,tt1648147
 7.5/10, Internet Movie Database,tt0052218
80%, Rotten Tomatoes,tt0052218
 8.3/10, Internet Movie Database,tt4638122
 7.8/10, Internet Movie Database,tt1987586
 6.1/10, Internet Movie Database,tt0452305
 5.0/10, Internet Movie Database,tt0977225
 7.1/10, Internet Movie Database,tt0033775
 3.8/10, Internet Movie Database,tt0109188
 5.2/10, Internet Movie Database,tt0210520
 5.6/10, Internet Movie Database,tt0069298
 9.8/10, Internet Movie Database,tt2401611
 6.6/10, Internet Movie Database,tt0023597
13%, Rotten Tomatoes,tt1664760
 4.6/10, Internet Movie Database,tt0150505
 5.6/10, Internet Movie Database,tt0287635
 7.4/10, Internet Movie Database,tt0267450
 7.4/10, Internet Movie Database,tt0117502
 7.5/10, Internet Movie Database,tt1646955
 7.3/10, Internet Movie Database,tt0114130
 5.5/10, Internet Movie Database,tt0330696
 6.7/10, Internet Movie Database,tt0270480
47%, Rotten Tomatoes,tt0270480
 55/100, Metacritic,tt0270480
 6.6/10, Internet Movie Database,tt0049659
 8.1/10, Internet Movie Database,tt0320652
 3.9/10, Internet Movie Database,tt2354437
 6.7/10, Internet Movie Database,tt0829483
 7.4/10, Internet Movie Database,tt0179682
 7.4/10, Internet Movie Database,tt1301126
 5.5/10, Internet Movie Database,tt0046208
 3.8/10, Internet Movie Database,tt0445777
 5.0/10, Internet Movie Database,tt0400425
 8.2/10, Internet Movie Database,tt1185410
 8.3/10, Internet Movie Database,tt0780470
 7.1/10, Internet Movie Database,tt5813194
 4.4/10, Internet Movie Database,tt0085415
 4.9/10, Internet Movie Database,tt5211670
 6.6/10, Internet Movie Database,tt0101324
 8.5/10, Internet Movie Database,tt1590776
 3.9/10, Internet Movie Database,tt4126690
 7.5/10, Internet Movie Database,tt0075448
 6.7/10, Internet Movie Database,tt4208886
 5.7/10, Internet Movie Database,tt0170616
 7.1/10, Internet Movie Database,tt0230047
 6.2/10, Internet Movie Database,tt0044120
 5.2/10, Internet Movie Database,tt0348628
 6.0/10, Internet Movie Database,tt1270284
 5.8/10, Internet Movie Database,tt0052393
 3.5/10, Internet Movie Database,tt0004028
 7.3/10, Internet Movie Database,tt1934472
 6.4/10, Internet Movie Database,tt0329265
 6.5/10, Internet Movie Database,tt5695668
80%, Rotten Tomatoes,tt5695668
 6.6/10, Internet Movie Database,tt0024288
 4.5/10, Internet Movie Database,tt1252482
 3.2/10, Internet Movie Database,tt0308076
 7.5/10, Internet Movie Database,tt2185447
 5.4/10, Internet Movie Database,tt0170510
 5.9/10, Internet Movie Database,tt0313010
 8.0/10, Internet Movie Database,tt3328556
 7.3/10, Internet Movie Database,tt0123122
 6.8/10, Internet Movie Database,tt0478192
 6.4/10, Internet Movie Database,tt0024475
 7.8/10, Internet Movie Database,tt0430377
 47/100, Metacritic,tt0430377
 7.5/10, Internet Movie Database,tt0356509
 7.4/10, Internet Movie Database,tt4286440
 7.1/10, Internet Movie Database,tt0014141
 5.4/10, Internet Movie Database,tt1482165
52%, Rotten Tomatoes,tt1951165
 7.8/10, Internet Movie Database,tt4136148
 6.1/10, Internet Movie Database,tt0074748
 3.1/10, Internet Movie Database,tt0100788
 4.7/10, Internet Movie Database,tt0959452
 7.1/10, Internet Movie Database,tt0489187
 6.8/10, Internet Movie Database,tt3954782
 6.4/10, Internet Movie Database,tt1260340
 7.9/10, Internet Movie Database,tt2217904
 6.4/10, Internet Movie Database,tt2023638
 4.1/10, Internet Movie Database,tt0171464
 8.1/10, Internet Movie Database,tt0430220
 6.8/10, Internet Movie Database,tt0030152
 6.2/10, Internet Movie Database,tt0395345
 6.9/10, Internet Movie Database,tt2215021
 7.4/10, Internet Movie Database,tt1172963
91%, Rotten Tomatoes,tt1172963
 74/100, Metacritic,tt1172963
 8.0/10, Internet Movie Database,tt6952960
92%, Rotten Tomatoes,tt6952960
 78/100, Metacritic,tt6952960
 2.5/10, Internet Movie Database,tt0806099
 7.6/10, Internet Movie Database,tt1623712
 7.6/10, Internet Movie Database,tt0278389
 7.4/10, Internet Movie Database,tt0287927
 4.9/10, Internet Movie Database,tt0495858
 7.3/10, Internet Movie Database,tt0082883
 7.3/10, Internet Movie Database,tt0084904
89%, Rotten Tomatoes,tt0084904
 5.7/10, Internet Movie Database,tt0074973
 5.0/10, Internet Movie Database,tt0058546
 6.2/10, Internet Movie Database,tt0228552
 4.3/10, Internet Movie Database,tt0945580
 2.5/10, Internet Movie Database,tt0223250
 6.5/10, Internet Movie Database,tt2720954
 7.5/10, Internet Movie Database,tt0320160
 6.9/10, Internet Movie Database,tt0076834
 4.4/10, Internet Movie Database,tt4552486
 7.5/10, Internet Movie Database,tt1493068
 4.5/10, Internet Movie Database,tt2461008
 5.9/10, Internet Movie Database,tt3810390
 6.7/10, Internet Movie Database,tt0033664
 7.8/10, Internet Movie Database,tt3189814
 6.8/10, Internet Movie Database,tt1705119
 5.9/10, Internet Movie Database,tt0108064
 7.5/10, Internet Movie Database,tt1078598
 7.0/10, Internet Movie Database,tt3129726
 5.4/10, Internet Movie Database,tt0074243
 4.5/10, Internet Movie Database,tt0294317
 5.8/10, Internet Movie Database,tt0056060
 4.2/10, Internet Movie Database,tt0293020
 5.9/10, Internet Movie Database,tt0055522
 4.6/10, Internet Movie Database,tt0050571
 7.0/10, Internet Movie Database,tt1400520
 8.1/10, Internet Movie Database,tt0495772
 6.6/10, Internet Movie Database,tt0282970
 5.7/10, Internet Movie Database,tt2522934
 5.3/10, Internet Movie Database,tt0299997
 5.7/10, Internet Movie Database,tt0823703
 4.3/10, Internet Movie Database,tt0304818
 6.8/10, Internet Movie Database,tt0093393
60%, Rotten Tomatoes,tt0093393
 6.4/10, Internet Movie Database,tt0183885
 5.5/10, Internet Movie Database,tt0190686
 7.6/10, Internet Movie Database,tt0374872
 6.0/10, Internet Movie Database,tt0042581
 6.2/10, Internet Movie Database,tt0338163
 5.4/10, Internet Movie Database,tt0089686
40%, Rotten Tomatoes,tt0089686
 4.8/10, Internet Movie Database,tt0106874
 6.1/10, Internet Movie Database,tt0101630
 6.7/10, Internet Movie Database,tt0410508
 3.5/10, Internet Movie Database,tt1758689
27%, Rotten Tomatoes,tt1758689
 4.8/10, Internet Movie Database,tt0059270
 5.8/10, Internet Movie Database,tt0089100
 7.4/10, Internet Movie Database,tt0047172
 5.2/10, Internet Movie Database,tt0192311
 7.0/10, Internet Movie Database,tt0051898
 7.2/10, Internet Movie Database,tt0284613
 8.5/10, Internet Movie Database,tt2811232
 5.7/10, Internet Movie Database,tt1042576
 6.0/10, Internet Movie Database,tt0314574
 7.1/10, Internet Movie Database,tt0272835
 6.5/10, Internet Movie Database,tt0409382
 6.8/10, Internet Movie Database,tt1765971
 9.4/10, Internet Movie Database,tt0889655
 6.2/10, Internet Movie Database,tt5737408
 6.8/10, Internet Movie Database,tt3715896
 6.9/10, Internet Movie Database,tt0170704
 8.8/10, Internet Movie Database,tt0140380
 7.8/10, Internet Movie Database,tt0844491
 4.2/10, Internet Movie Database,tt0372429
 6.3/10, Internet Movie Database,tt1887723
 7.8/10, Internet Movie Database,tt4764592
 5.9/10, Internet Movie Database,tt2446108
 7.1/10, Internet Movie Database,tt0085703
 6.7/10, Internet Movie Database,tt7610008
 3.7/10, Internet Movie Database,tt1745709
 4.9/10, Internet Movie Database,tt0060928
 6.9/10, Internet Movie Database,tt1815637
 5.8/10, Internet Movie Database,tt0087354
 6.4/10, Internet Movie Database,tt2480794
 6.6/10, Internet Movie Database,tt1505142
 6.2/10, Internet Movie Database,tt5310622
 3.3/10, Internet Movie Database,tt1176102
 4.8/10, Internet Movie Database,tt1852097
 2.9/10, Internet Movie Database,tt5704704
 7.0/10, Internet Movie Database,tt0997183
 6.6/10, Internet Movie Database,tt0926352
 6.6/10, Internet Movie Database,tt0387686
 8.8/10, Internet Movie Database,tt1186790
 6.2/10, Internet Movie Database,tt1680683
 4.2/10, Internet Movie Database,tt3835248
 6.0/10, Internet Movie Database,tt0023109
 6.2/10, Internet Movie Database,tt1793915
 6.0/10, Internet Movie Database,tt0956208
 6.8/10, Internet Movie Database,tt1227381
 7.2/10, Internet Movie Database,tt0324258
 9.5/10, Internet Movie Database,tt0370492
 4.2/10, Internet Movie Database,tt4960594
 8.0/10, Internet Movie Database,tt0437940
 7.2/10, Internet Movie Database,tt0378502
 5.8/10, Internet Movie Database,tt0048279
 5.7/10, Internet Movie Database,tt0069869
 8.8/10, Internet Movie Database,tt0362300
 6.0/10, Internet Movie Database,tt1423593
83%, Rotten Tomatoes,tt1423593
 63/100, Metacritic,tt1423593
 7.3/10, Internet Movie Database,tt0396716
 5.2/10, Internet Movie Database,tt0065008
 6.0/10, Internet Movie Database,tt0110615
 6.4/10, Internet Movie Database,tt0131932
 8.0/10, Internet Movie Database,tt1567757
 7.2/10, Internet Movie Database,tt3312692
 6.7/10, Internet Movie Database,tt4230812
 3.0/10, Internet Movie Database,tt2039380
 7.0/10, Internet Movie Database,tt0389948
 7.1/10, Internet Movie Database,tt0361060
 4.8/10, Internet Movie Database,tt0320106
 7.8/10, Internet Movie Database,tt2562232
92%, Rotten Tomatoes,tt2562232
 88/100, Metacritic,tt2562232
 8.4/10, Internet Movie Database,tt6794436
 7.5/10, Internet Movie Database,tt0845988
 8.2/10, Internet Movie Database,tt0274163
 6.4/10, Internet Movie Database,tt0108318
 7.5/10, Internet Movie Database,tt0024361
 5.7/10, Internet Movie Database,tt0477430
 7.2/10, Internet Movie Database,tt1537250
 7.6/10, Internet Movie Database,tt1458435
 5.4/10, Internet Movie Database,tt0382799
 5.7/10, Internet Movie Database,tt0830681
 4.8/10, Internet Movie Database,tt0261575
 6.2/10, Internet Movie Database,tt0088726
 8.2/10, Internet Movie Database,tt1561329
 6.3/10, Internet Movie Database,tt3837070
 7.0/10, Internet Movie Database,tt1810848
 5.4/10, Internet Movie Database,tt0041371
 5.3/10, Internet Movie Database,tt0996983
 7.6/10, Internet Movie Database,tt0027676
 6.7/10, Internet Movie Database,tt0335425
 5.5/10, Internet Movie Database,tt0095736
33%, Rotten Tomatoes,tt0095736
 6.4/10, Internet Movie Database,tt1725844
 7.4/10, Internet Movie Database,tt1235836
88%, Rotten Tomatoes,tt1235836
 8.1/10, Internet Movie Database,tt0355838
 6.9/10, Internet Movie Database,tt0261392
53%, Rotten Tomatoes,tt0261392
 51/100, Metacritic,tt0261392
 5.6/10, Internet Movie Database,tt0114056
 4.2/10, Internet Movie Database,tt0212271
 6.5/10, Internet Movie Database,tt0058209
 5.1/10, Internet Movie Database,tt0960096
 6.0/10, Internet Movie Database,tt0478106
 6.5/10, Internet Movie Database,tt0160811
 4.9/10, Internet Movie Database,tt0405838
 7.8/10, Internet Movie Database,tt5776858
91%, Rotten Tomatoes,tt5776858
 90/100, Metacritic,tt5776858
 8.2/10, Internet Movie Database,tt0455774
 5.0/10, Internet Movie Database,tt0407170
 7.9/10, Internet Movie Database,tt1308651
 7.6/10, Internet Movie Database,tt2262078
 9.8/10, Internet Movie Database,tt6264108
 7.5/10, Internet Movie Database,tt0099785
62%, Rotten Tomatoes,tt0099785
 63/100, Metacritic,tt0099785
 7.1/10, Internet Movie Database,tt1784350
 6.5/10, Internet Movie Database,tt0893549
 6.7/10, Internet Movie Database,tt2396350
 7.0/10, Internet Movie Database,tt0343101
 7.0/10, Internet Movie Database,tt2175849
 6.8/10, Internet Movie Database,tt0026377
 8.2/10, Internet Movie Database,tt1234253
 5.9/10, Internet Movie Database,tt3307368
 7.0/10, Internet Movie Database,tt0039495
 6.6/10, Internet Movie Database,tt2099585
 8.8/10, Internet Movie Database,tt6965446
 5.9/10, Internet Movie Database,tt0339366
 7.2/10, Internet Movie Database,tt0420982
 6.6/10, Internet Movie Database,tt0220386
 5.6/10, Internet Movie Database,tt0366188
 6.2/10, Internet Movie Database,tt0108417
 7.1/10, Internet Movie Database,tt0981285
 6.4/10, Internet Movie Database,tt0030922
 7.3/10, Internet Movie Database,tt0076162
90%, Rotten Tomatoes,tt0076162
 5.1/10, Internet Movie Database,tt0082041
 5.7/10, Internet Movie Database,tt0035574
 6.9/10, Internet Movie Database,tt5246328
73%, Rotten Tomatoes,tt5246328
 50/100, Metacritic,tt5246328
 8.0/10, Internet Movie Database,tt1095477
 7.2/10, Internet Movie Database,tt6988216
 6.0/10, Internet Movie Database,tt0036941
 6.4/10, Internet Movie Database,tt0235876
 9.0/10, Internet Movie Database,tt1470826
 8.4/10, Internet Movie Database,tt0398810
 7.5/10, Internet Movie Database,tt3515852
 7.2/10, Internet Movie Database,tt0353515
 8.6/10, Internet Movie Database,tt0326091
 6.8/10, Internet Movie Database,tt0049323
 7.0/10, Internet Movie Database,tt0063688
79%, Rotten Tomatoes,tt0063688
 66/100, Metacritic,tt0063688
 6.9/10, Internet Movie Database,tt0045987
 6.4/10, Internet Movie Database,tt0190654
 7.3/10, Internet Movie Database,tt5231454
 5.8/10, Internet Movie Database,tt1624402
 5.3/10, Internet Movie Database,tt2009483
 5.1/10, Internet Movie Database,tt0324194
 5.7/10, Internet Movie Database,tt0485054
 6.4/10, Internet Movie Database,tt0246498
54%, Rotten Tomatoes,tt0246498
 47/100, Metacritic,tt0246498
 7.2/10, Internet Movie Database,tt1910649
 7.8/10, Internet Movie Database,tt1245107
 8.1/10, Internet Movie Database,tt0100332
100%, Rotten Tomatoes,tt0100332
 6.4/10, Internet Movie Database,tt1411780
 6.3/10, Internet Movie Database,tt0049376
 5.0/10, Internet Movie Database,tt0926151
 5.6/10, Internet Movie Database,tt0381360
 5.3/10, Internet Movie Database,tt2836730
 6.3/10, Internet Movie Database,tt0359389
 7.4/10, Internet Movie Database,tt0374249
 6.3/10, Internet Movie Database,tt0404220
 5.6/10, Internet Movie Database,tt0117546
 6.8/10, Internet Movie Database,tt1365474
 7.9/10, Internet Movie Database,tt0124993
 3.9/10, Internet Movie Database,tt1071909
 7.3/10, Internet Movie Database,tt0833608
 6.2/10, Internet Movie Database,tt0163652
 3.9/10, Internet Movie Database,tt0497110
 4.8/10, Internet Movie Database,tt0090606
 5.4/10, Internet Movie Database,tt0103691
 8.6/10, Internet Movie Database,tt0299529
 6.1/10, Internet Movie Database,tt0040910
 6.0/10, Internet Movie Database,tt0034500
 7.9/10, Internet Movie Database,tt1185612
 5.4/10, Internet Movie Database,tt1855325
31%, Rotten Tomatoes,tt1855325
 39/100, Metacritic,tt1855325
 6.1/10, Internet Movie Database,tt0132078
 6.7/10, Internet Movie Database,tt0280933
 5.9/10, Internet Movie Database,tt0067892
 3.8/10, Internet Movie Database,tt0311596
 5.8/10, Internet Movie Database,tt0872229
 7.1/10, Internet Movie Database,tt0169601
 6.6/10, Internet Movie Database,tt0096085
 4.6/10, Internet Movie Database,tt0180836
 6.5/10, Internet Movie Database,tt0099990
 8.2/10, Internet Movie Database,tt0473406
 7.3/10, Internet Movie Database,tt4187392
 6.5/10, Internet Movie Database,tt0380761
 5.3/10, Internet Movie Database,tt0116825
 6.8/10, Internet Movie Database,tt3355014
 6.4/10, Internet Movie Database,tt1381671
 5.9/10, Internet Movie Database,tt0248832
 6.5/10, Internet Movie Database,tt2376272
 6.8/10, Internet Movie Database,tt0060249
 6.6/10, Internet Movie Database,tt0094746
81%, Rotten Tomatoes,tt0094746
 6.3/10, Internet Movie Database,tt1603837
 5.7/10, Internet Movie Database,tt2642020
 7.4/10, Internet Movie Database,tt0387063
 6.0/10, Internet Movie Database,tt1779795
 6.8/10, Internet Movie Database,tt0865924
 7.7/10, Internet Movie Database,tt0018526
85%, Rotten Tomatoes,tt0018526
 7.0/10, Internet Movie Database,tt0311424
 6.7/10, Internet Movie Database,tt0453353
 5.4/10, Internet Movie Database,tt0356074
 7.7/10, Internet Movie Database,tt0083888
 5.0/10, Internet Movie Database,tt0276470
